"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"22","WBGene00000512","B0285.9","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid","ckb-2 is an ortholog of human CHKA and CHKB\; exhibits choline kinase activity\; is involved in CDP-choline pathway\; is expressed in several tissues, including the alimentary system, the excretory gland cell, the head, the hmc, and the reproductive system\; human orthologs of this gene are implicated in megaconial type congenital muscular dystrophy."
"23","WBGene00000541","ZC190.1","Lysosome","Lysosome: unassigned","Lysosome: unassigned","cln-3.3 is an ortholog of human cln3\; is involved in determination of adult lifespan and regulation of oviposition\; human orthologs of this gene are implicated in neuronal ceroid lipofuscinosis 3."
"24","WBGene00000594","T28C6.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-3 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"25","WBGene00000596","C15A11.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-7 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the seam cell."
"26","WBGene00000601","F15H10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-12 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"27","WBGene00000602","F15H10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-13 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"28","WBGene00000616","C09G5.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-39 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"29","WBGene00000618","T10B10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-41 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis and the vulval precursor cell."
"30","WBGene00000631","F33D11.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-54 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"31","WBGene00000637","C01H6.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-61 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"32","WBGene00000638","C15A11.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-62 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"33","WBGene00000655","C09G5.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-79 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"34","WBGene00000687","C34D4.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-113 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"35","WBGene00000691","T28C6.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-117 is predicted to be a structural constituent of cuticle."
"36","WBGene00000699","C29F4.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-125 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"37","WBGene00000707","F52B11.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-133 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"38","WBGene00000718","B0222.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-145 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"39","WBGene00000719","T06E4.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-146 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"40","WBGene00000720","T06E4.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-147 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"41","WBGene00000722","B0024.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-149 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"42","WBGene00000723","B0024.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-150 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"43","WBGene00000734","C50B6.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-161 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"44","WBGene00000738","F14H12.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-165 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of cuticle."
"45","WBGene00000740","T10E10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-167 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"46","WBGene00000741","T10E10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-168 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"47","WBGene00000742","T10E10.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-169 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"48","WBGene00000743","T10E10.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-170 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"49","WBGene00000746","F41C6.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-173 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"50","WBGene00000747","F46C8.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-174 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"51","WBGene00000755","R09A8.4","Pseudogene","Pseudogene","Pseudogene","col-182 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"52","WBGene00000868","T06E6.2","Cell cycle","Cell cycle: cyclin","Cell cycle: cyclin","cyb-3 is an ortholog of human CCNB3 (cyclin B3)\; exhibits cyclin-dependent protein serine\/threonine kinase regulator activity\; is involved in several processes, including centrosome cycle, kinetochore organization, and nuclear division\; localizes to the cytoplasm and nucleus\; is expressed in the germline blastomere, the reproductive system, and the somatic blastomere."
"53","WBGene00000870","Y38F1A.5","Cell cycle","Cell cycle: cyclin","Cell cycle: cyclin","cyd-1 is an ortholog of human CCND1 (cyclin D1), CCND2 (cyclin D2), and CCND3 (cyclin D3)\; is involved in several processes, including animal organ development, asymmetric cell division, and positive regulation of macromolecule metabolic process\; is expressed in several tissues, including the hypodermis, the intestine, the nervous system, and the reproductive system\; human orthologs of this gene are implicated in multiple myeloma and von Hippel-Lindau disease."
"54","WBGene00000893","ZC250.1","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-17 is predicted to have peptidyl-prolyl cis-trans isomerase activity."
"55","WBGene00000913","T07A9.6","Signaling","Signaling: lipid","Signaling: lipid: phosphatase","daf-18 is an ortholog of human PTEN (phosphatase and tensin homolog)\; exhibits protein tyrosine phosphatase activity\; is involved in several processes, including chemosensory behavior, chemotaxis, and dauer larval development\; localizes to several cellular components, including the cytoplasmic side of plasma membrane, neuron projection, and neuronal cell body\; is expressed in several tissues, including the body wall musculature, the hypodermis, the intestine, the nervous system, and the reproductive system\; is used to study cancer\; human orthologs of this gene are implicated in several diseases, including Bannayan-Riley-Ruvalcaba syndrome, carcinoma (multiple), and reproductive organ cancer (multiple)."
"56","WBGene00000928","M03A1.7","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","dao-2 is enriched in the PLM, the hypodermis, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nineteen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DB."
"57","WBGene00000930","ZC373.6","Unassigned","Unassigned","Unassigned","dao-4 is expressed in the hyp7 syncytium and the seam cell."
"58","WBGene00000980","F29G9.6","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-17 is an ortholog of human DHRSX (dehydrogenase\/reductase X-linked) and RP11-1012A1.4 and members of the human SDR (Short chain dehydrogenase\/reductase superfamily) gene family including RDH12 and RDH11\; human RDH11 exhibits NADP-retinol dehydrogenase activity."
"59","WBGene00000995","C18D1.1","Development","Development: somatic","Development: somatic","die-1 is predicted to have nucleic acid binding activity\; is involved in neuron development involved in amphid sensory organ development and positive regulation of gene expression\; is expressed in several tissues, including the ABalaaaa, the ABalaaap, the alimentary system, the epithelial system, and the nervous system."
"60","WBGene00001065","EGAP7.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-3 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"61","WBGene00001069","F46C8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-7 is an ortholog of human COL22A1 (collagen type XXII alpha 1 chain), COL27A1 (collagen type XXVII alpha 1 chain), and SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle and post-embryonic body morphogenesis\; localizes to the annular furrow extracellular matrix\; is expressed in the epithelial system and the ventral cord blast cell."
"62","WBGene00001072","T14B4.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-10 is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, locomotion, and post-embryonic body morphogenesis."
"63","WBGene00001075","H27M09.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-14 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of cuticle\; is expressed in the epithelial system, the head, the nervous system, and the sensillum."
"64","WBGene00001104","W09G12.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","dsl-2 is expressed in the head and the tail\; is predicted to encode a protein with the following domains: Delta\/Serrate\/lag-2 (DSL) protein and Protein Lag2."
"65","WBGene00001123","C43C3.3","Neuronal function","Neuronal function: development","Neuronal function: development","dyf-7 exhibits protein self-association\; is involved in amphid sensory organ dendrite retrograde extension\; localizes to the dendrite membrane\; is expressed in the excretory cell, the head, the nervous system, and the seam cell."
"66","WBGene00001148","H30A04.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","eat-20 is predicted to have calcium ion binding activity\; localizes to the axon and cell surface\; is expressed in several tissues, including the alimentary system, the coelomocyte, the hypodermis, the nervous system, and the sensillum."
"67","WBGene00001186","F55A8.1","Transcription factor","Transcription factor: GATA","Transcription factor: GATA","egl-18 is an ortholog of human GATA2 (GATA binding protein 2) and GATA3 (GATA binding protein 3)\; is predicted to have DNA-binding activity transcription factor activity\; is involved in cell fate specification, membrane fusion, and nematode larval development\; localizes to the nucleus\; is expressed in several tissues, including the body wall muscle quadrant, the hyp7 precursor cell, the hypodermal cell, the reproductive system, and the ventral cord blast cell."
"68","WBGene00001377","C49A1.4","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: unassigned","eya-1 is an ortholog of human EYA1 (EYA transcriptional coactivator and phosphatase 1), EYA2 (EYA transcriptional coactivator and phosphatase 2), and EYA4\; is predicted to have protein tyrosine phosphatase activity and transcription coactivator activity\; is involved in several processes, including locomotion, mesodermal cell fate specification, and regulation of programmed cell death\; localizes to the nucleus\; is expressed in the body wall musculature, the intestine, and the pharynx\; human orthologs of this gene are implicated in several diseases, including autosomal dominant nonsyndromic deafness 10, branchiootic syndrome, and branchiootorenal syndrome."
"69","WBGene00001397","W06D12.3","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","fat-5 is an ortholog of human SCD (stearoyl-CoA desaturase) and SCD5 (stearoyl-CoA desaturase 5)\; is predicted to have stearoyl-CoA 9-desaturase activity\; is involved in long-chain fatty acid biosynthetic process and multicellular organism development\; is expressed in the intestine and the tail."
"70","WBGene00001435","C29F7.4","Transcription factor","Transcription factor: forkhead","Transcription factor: forkhead","fkh-3 exhibits RNA polymerase II regulatory region sequence-specific DNA binding activity."
"71","WBGene00001436","C29F7.5","Transcription factor","Transcription factor: forkhead","Transcription factor: forkhead","fkh-4 is predicted to have DNA-binding activity transcription factor activity and sequence-specific DNA binding activity\; localizes to the nucleus\; is expressed in several tissues, including the ABalaaaa, the ABalaaaal, the ABalaaaar, the ABalaaap, and the DR muscle."
"72","WBGene00001569","F52D2.4","Development","Development: somatic","Development: somatic","meg-3 is involved in several processes, including embryo development, gamete generation, and organelle localization\; localizes to the P granule\; is expressed widely."
"73","WBGene00001606","F26D10.10","Metabolism","Metabolism: amino acid","Metabolism: amino acid: synthesis","gln-5 is an ortholog of human GLUL\; is predicted to have glutamate-ammonia ligase activity."
"74","WBGene00001607","C28D4.3","Metabolism","Metabolism: amino acid","Metabolism: amino acid: synthesis","gln-6 is an ortholog of human GLUL\; is predicted to have glutamate-ammonia ligase activity\; is expressed in the anterior gonad arm and the germ line."
"75","WBGene00001647","T23G11.2","Metabolism","Metabolism: amino sugar","Metabolism: amino sugar","gna-2 is an ortholog of human GNPNAT1 (glucosamine-phosphate N-acetyltransferase 1)\; is predicted to have glucosamine 6-phosphate N-acetyltransferase activity\; is involved in chitin biosynthetic process and eggshell formation\; is expressed in the pharynx."
"76","WBGene00001666","T07A9.7","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: G alpha subunit","gpa-4 is an ortholog of human GNAI3 (G protein subunit alpha i3)\; is predicted to have several functions, including G-protein beta\/gamma-subunit complex binding activity, GTP binding activity, and GTPase activity\; localizes to the non-motile cilium\; is expressed in the ASIL and the ASIR."
"77","WBGene00001683","T09F3.3","Metabolism","Metabolism: glycolysis","Metabolism: glycolysis","gpd-1 is an ortholog of human GAPDH\; is predicted to have NAD binding activity, NADP binding activity, and glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity\; is expressed in the germ line."
"78","WBGene00001686","F33H1.2","Metabolism","Metabolism: glycolysis","Metabolism: glycolysis","gpd-4 is an ortholog of human GAPDH\; is predicted to have NAD binding activity, NADP binding activity, and glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity\; is expressed in the germ line."
"79","WBGene00001695","T18H9.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grd-6 is expressed in several tissues, including the excretory system and the nervous system\; is predicted to encode a protein with the following domain: Ground-like domain."
"80","WBGene00001730","ZC168.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-21 is expressed in the arcade cell and the hypodermis\; is predicted to encode a protein with the following domain: Ground-like domain."
"81","WBGene00001820","F53B2.6","Transcription factor","Transcription factor: ZF","Transcription factor: ZF","ham-1 is an ortholog of human STOX1 and STOX2\; exhibits DNA-binding activity transcription activator activity, RNA polymerase II-specific\; is involved in several processes, including asymmetric protein localization involved in cell fate determination, generation of neurons, and positive regulation of transcription by RNA polymerase II\; localizes to the cell cortex and nucleus\; is expressed in several tissues, including the anal region, the body wall, the digestive tract, the head, and the reproductive system\; human orthologs of this gene are implicated in pre-eclampsia."
"82","WBGene00001828","F40E10.1","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","hch-1 is predicted to have metalloendopeptidase activity and zinc ion binding activity\; is involved in hatching and neuron migration\; is expressed in the hypodermis."
"83","WBGene00001855","C18G1.5","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","hil-4 is an ortholog of human H1F0 (H1 histone 0)\; is predicted to have DNA binding activity\; is expressed widely."
"84","WBGene00001858","C01B10.5","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","hil-7 is predicted to have DNA binding activity\; is expressed widely."
"85","WBGene00001910","C50F4.6","Unassigned","Unassigned","Unassigned","C50F4.6 is enriched in the body wall musculature, the germ line, the intestine, and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including Mianserin, Alovudine, and Zidovudine based on RNA-seq and microarray studies."
"86","WBGene00001949","M05B5.5","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","hlh-2 is an ortholog of human TCF12 (transcription factor 12), TCF3 (transcription factor 3), and TCF4 (transcription factor 4)\; exhibits several functions, including DNA-binding activity transcription factor activity, RNA polymerase II-specific, bHLH transcription factor binding activity, and protein dimerization activity\; contributes to RNA polymerase II regulatory region sequence-specific DNA binding activity\; is involved in several processes, including animal organ development, body morphogenesis, and generation of neurons\; localizes to the RNA polymerase II transcription factor complex and cytoplasm\; is expressed in several tissues, including the Z1.ppx\/Z4.aax, the alimentary system, the nervous system, the ray precursor cell, and the reproductive system\; human orthologs of this gene are implicated in craniosynostosis."
"87","WBGene00001950","T24B8.6","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","hlh-3 is an ortholog of human ASCL1 (achaete-scute family bHLH transcription factor 1) and ASCL2 (achaete-scute family bHLH transcription factor 2)\; exhibits protein heterodimerization activity and sequence-specific DNA binding activity\; contributes to RNA polymerase II regulatory region sequence-specific DNA binding activity\; is involved in several processes, including generation of neurons, positive regulation of programmed cell death, and regulation of oviposition\; localizes to the RNA polymerase II transcription factor complex\; is expressed in several tissues, including the AB lineage cell, the ABalpaaa, the ABalpaapa, the nervous system, and the ventral cord blast cell."
"88","WBGene00001958","C18A3.8","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","hlh-14 is an ortholog of human ASCL1 (achaete-scute family bHLH transcription factor 1) and ASCL2 (achaete-scute family bHLH transcription factor 2)\; is predicted to have sequence-specific DNA binding activity\; is involved in several processes, including body morphogenesis, generation of neurons, and nematode larval development\; localizes to the nucleus\; is expressed in several tissues, including the ABalppp, the ABplapppa, the ABplapppaa, the ABplapppaap, and the nervous system."
"89","WBGene00001981","C44C10.8","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","hnd-1 is an ortholog of human PTF1A (pancreas associated transcription factor 1a)\; is predicted to have protein dimerization activity\; is expressed in several tissues, including the ABalaapp, the ABalpaa, the ABalpap, the nervous system, and the somatic gonad precursor."
"90","WBGene00002116","W09C5.4","Metabolism","Metabolism: insulin","Metabolism: insulin","ins-33 is predicted to have hormone activity\; is expressed in head neurons, the head muscle, and the tail."
"91","WBGene00002117","F52B11.6","Metabolism","Metabolism: insulin","Metabolism: insulin","ins-34 is expressed in several tissues, including the alimentary system, the coelomocyte, the head muscle, the ventral nerve cord, and uterus."
"92","WBGene00002124","F08G12.10","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-2 is predicted to have gap junction hemi-channel activity\; is expressed in the alimentary system, the digestive tract, the head, and the nervous system."
"93","WBGene00002125","F22F4.2","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-3 is predicted to have gap junction hemi-channel activity\; is involved in embryonic morphogenesis\; localizes to the cytoplasm and gap junction\; is expressed in several tissues, including the alimentary system, the epithelial system, the germline blastomere, the nervous system, and the somatic blastomere."
"94","WBGene00002983","C54G7.3","Metabolism","Metabolism: unassigned","Metabolism: unassigned","lgx-1 is predicted to have hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds\; is expressed in the somatic cell."
"95","WBGene00003026","C12C8.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger","lin-41 is an ortholog of human TRIM71 (tripartite motif containing 71)\; exhibits RNA binding activity and translation repressor activity\; is involved in several processes, including epidermal cell fate specification, gamete generation, and regulation of gene expression\; localizes to the cytoplasm and messenger ribonucleoprotein complex\; is expressed in several tissues, including the alimentary system, the germ line, the hypodermal cell, and the nervous system."
"96","WBGene00003057","ZK836.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","lon-3 is an ortholog of human COLQ\; is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in body morphogenesis and negative regulation of growth\; localizes to the annuli extracellular matrix\; is expressed in several tissues, including the H1L.a, the H1L.ap, the H1L.app, the epithelial system, and the hyp7 precursor cell."
"97","WBGene00003083","T22A3.3","Unassigned","Unassigned","Unassigned","lst-1 exhibits G-protein alpha-subunit binding activity\; is expressed in several tissues, including the alimentary system, the nervous system, and the reproductive system."
"98","WBGene00003111","Y71G12B.20","Unassigned","Unassigned","Unassigned","mab-20 is an ortholog of human SEMA6D, SEMA4D, and SEMA6A (semaphorin 6A)\; exhibits semaphorin receptor binding activity\; is involved in several processes, including embryonic morphogenesis, generation of neurons, and male sex differentiation\; localizes to the cell surface\; is expressed in several tissues, including the hyp7 precursor cell, the male, the nervous system, the reproductive system, and the set precursor."
