"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"26","WBGene00001936","F55G1.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-62 is an ortholog of human HIST1H2BF (histone cluster 1 H2B f), HIST3H2BB (histone cluster 3 H2B b), and HIST1H2BB (histone cluster 1 H2B b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"27","WBGene00001940","H02I12.6","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-66 is an ortholog of human HIST1H2BF (histone cluster 1 H2B f), HIST3H2BB (histone cluster 3 H2B b), and HIST1H2BB (histone cluster 1 H2B b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"28","WBGene00001942","T23D8.6","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-68 is an ortholog of human HIST2H2AA4 (histone cluster 2 H2A a4), HIST1H2AJ (histone cluster 1 H2A j), and HIST1H2AE (histone cluster 1 H2A e)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"29","WBGene00002064","T05G5.10","Ribosome","Ribosome: EIF","Ribosome: EIF","iff-1 is an ortholog of human EIF5A and EIF5AL1\; is predicted to have ribosome binding activity, translation elongation factor activity, and translation initiation factor activity\; is involved in gamete generation and protein localization\; is expressed in the germ line and the gonad."
"30","WBGene00002130","ZK792.2","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-8 is predicted to have gap junction hemi-channel activity\; localizes to the gap junction\; is expressed in several tissues, including the alimentary system, the muscular system, the nervous system, the reproductive system, and the somatic gonad precursor."
"31","WBGene00002260","T22G5.6","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","lbp-8 is an ortholog of human FABP3 (fatty acid binding protein 3), FABP4 (fatty acid binding protein 4), and FABP7 (fatty acid binding protein 7)\; is predicted to have lipid binding activity."
"32","WBGene00002783","F57B10.1","Transcription factor","Transcription factor: CREB","Transcription factor: CREB","let-607 is an ortholog of human CREB3 (cAMP responsive element binding protein 3), CREB3L3, and CREB3L4 (cAMP responsive element binding protein 3 like 4)\; is predicted to have DNA-binding activity transcription factor activity and cAMP response element binding activity\; is involved in several processes, including negative regulation of protein kinase C signaling, regulation of cell size, and regulation of establishment of cell polarity\; is expressed in several tissues, including the alimentary system, the body wall musculature, the coelomic system, the excretory cell, and the reproductive system."
"33","WBGene00003474","T08G5.10","Stress response","Stress response: unassigned","Stress response: unassigned","mtl-2 is predicted to have metal ion binding activity\; is involved in response to cadmium ion and response to heat\; is expressed in the intestine."
"34","WBGene00003522","K06A4.1","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","nas-3 is predicted to have metalloendopeptidase activity and zinc ion binding activity\; is expressed in several tissues, including the alimentary system, the hypodermis, and the nervous system."
"35","WBGene00003601","C32F10.6","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-2 is an ortholog of human NR5A1 (nuclear receptor subfamily 5 group A member 1) and NR5A2 (nuclear receptor subfamily 5 group A member 2)\; is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity\; localizes to the nucleus\; is expressed in several tissues, including MS, the ABa, the ABal, the germline blastomere, and the somatic blastomere\; human orthologs of this gene are implicated in 46 XY gonadal dysgenesis, male infertility (multiple), and premature ovarian failure."
"36","WBGene00003611","R04B5.4","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-12 is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity\; is expressed in the head ganglion and the tail ganglion."
"37","WBGene00003704","Y45G5AM.1","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-114 is predicted to have several functions, including regulation of cellular process, sequence-specific DNA binding activity, and zinc ion binding activity\; localizes to the nucleus\; is expressed in the germ line, the hypodermis, and the intestine."
"38","WBGene00003983","Y46G5A.27","Unassigned","Unassigned","Unassigned","pes-10 localizes to the cytoplasm and nucleus\; is expressed in EMS, the ABa, and the ABp."
"39","WBGene00004041","F44E2.11","Development","Development: germline","Development: germline","plg-1 is expressed in the male and vas deferens."
"40","WBGene00004062","T10H9.5","Peroxisome","Peroxisome: transporter","Peroxisome: transporter","pmp-5 is an ortholog of human ABCD4 (ATP binding cassette subfamily D member 4)\; is predicted to have ATP binding activity and ATPase activity, coupled to transmembrane movement of substances\; is expressed in the hypodermis and the intestine."
"41","WBGene00004151","T16G1.10","Unassigned","Unassigned","Unassigned: prion domain","pqn-68 is an ortholog of human DTD1\; is predicted to have D-tyrosyl-tRNA(Tyr) deacylase activity and tRNA binding activity."
"42","WBGene00004171","Y73F8A.9","Unassigned","Unassigned","Unassigned: prion domain","pqn-91 is affected by several genes including sir-2.1, lin-15B, and hpl-2 based on microarray and RNA-seq studies\; is affected by five chemicals including Heme, sodium arsenite, and Neurotoxins based on microarray and RNA-seq studies."
"43","WBGene00004352","ZC53.7","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: unassigned","rgs-9 is expressed in several tissues, including the alimentary system, the hypodermis, and the nervous system\; is predicted to encode a protein with the following domains: RGS domain, RGS, subdomain 1\/3, and RGS domain superfamily."
"44","WBGene00004815","C52D10.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: SCF","skr-9 is an ortholog of human CTD-2410N18.5 and SKP1 (S-phase kinase associated protein 1)\; is predicted to have ligase activity\; is expressed in the intestine."
"45","WBGene00004816","Y105C5B.13","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: SCF","skr-10 is an ortholog of human CTD-2410N18.5 and SKP1 (S-phase kinase associated protein 1)\; is predicted to have ligase activity\; is involved in several processes, including cell proliferation, embryo development, and larval development\; localizes to the SCF ubiquitin ligase complex\; is expressed in the intestine."
"46","WBGene00004817","F13A7.9","Pseudogene","Pseudogene","Pseudogene","skr-11 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including Lithium Chloride, stavudine, and Atrazine based on microarray and RNA-seq studies."
"47","WBGene00004820","Y47D7A.8","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: SCF","skr-14 is an ortholog of human CTD-2410N18.5 and SKP1 (S-phase kinase associated protein 1)\; is predicted to have ligase activity."
"48","WBGene00004916","T28D9.10","mRNA functions","mRNA functions: processing","mRNA functions: processing: snRNP","snr-3 is an ortholog of human SNRPD1 (small nuclear ribonucleoprotein D1 polypeptide)\; localizes to the P granule\; is expressed in the gonad."
"49","WBGene00004920","Y71F9B.4","mRNA functions","mRNA functions: processing","mRNA functions: processing: snRNP","snr-7 is an ortholog of human SNRPG (small nuclear ribonucleoprotein polypeptide G)\; is predicted to have RNA binding activity\; localizes to the P granule\; is expressed in the gonad."
"50","WBGene00004954","H34C03.1","Cell cycle","Cell cycle: meiotic/mitotic spindle","Cell cycle: meiotic/mitotic spindle","spd-3 is involved in embryo development, microtubule cytoskeleton organization, and vulval development\; localizes to the mitochondrion."
"51","WBGene00004989","T08A9.8","Stress response","Stress response: pathogen","Stress response: pathogen: saposin ","spp-4 is enriched in several tissues, including the alimentary system, the hypodermis, the male, the muscular system, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray and RNA-seq studies\; is affected by fifteen chemicals including Heme, methylmercuric chloride, and bisphenol S based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Saposin B type, region 2, Saposin B type domain, and Saposin-like."
"52","WBGene00005002","C54G6.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","spp-17 is enriched in the DA neuron, the VA neuron, the intestine, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, RNA-seq, and tiling array studies\; is affected by fourteen chemicals including D-glucose, fluoranthene, and Cry5B based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Saposin B type domain and Saposin-like."
"53","WBGene00005040","F35C5.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sra ","sra-14 is predicted to have G protein-coupled receptor activity\; is expressed in several tissues, including the intestine, the nervous system, and the reproductive system."
"54","WBGene00005444","T05E12.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srh","srh-237 is enriched in the intestine based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nine chemicals including diallyl trisulfide, Rotenone, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class h (Srh)."
"55","WBGene00005552","Y27F2A.3","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri ","sri-40 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on RNA-seq, microarray, and tiling array studies\; is affected by seven chemicals including Lithium Chloride, methylmercuric chloride, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine chemoreceptor class i (Sri)."
"56","WBGene00006351","K03A1.5","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","sur-5 is an ortholog of human AACS (acetoacetyl-CoA synthetase)\; is predicted to have ATP binding activity and acetoacetate-CoA ligase activity\; is expressed in several tissues, including the body wall musculature, the excretory cell, the hypodermis, the reproductive system, and the vulval precursor cell."
"57","WBGene00006541","H13N06.6","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neurotransmitter metabolism","tbh-1 is an ortholog of human DBH\; exhibits tyramine-beta hydroxylase activity\; is involved in octopamine biosynthetic process\; localizes to the synapse\; is expressed in several tissues, including the alimentary system, the nervous system, and the reproductive system\; human orthologs of this gene are implicated in dopamine beta-hydroxylase deficiency."
"58","WBGene00006670","F52E4.4","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel","twk-16 is an ortholog of human KCNK16 (potassium two pore domain channel subfamily K member 16), KCNK17 (potassium two pore domain channel subfamily K member 17), and KCNK5 (potassium two pore domain channel subfamily K member 5)\; is predicted to have potassium channel activity\; is expressed in the interneuron."
"59","WBGene00006886","F11C7.3","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","vap-1 is an ortholog of human CLEC18C, R3HDML (R3H domain containing like), and PI16 and members of the human GLIPR (GLIPR family ) and CRISP (Cysteine rich secretory protein family) gene families including GLIPR1L2, GLIPR1, and CRISP3\; is expressed in the amphid sheath cell\; is predicted to encode a protein with the following domains: Cysteine-rich  secretory protein, allergen V5\/Tpx-1-related, Ves allergen, CAP domain, and CAP superfamily."
"60","WBGene00006902","F44F1.7","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","vet-6 is involved in gastrulation\; localizes to the cytoplasm."
"61","WBGene00006925","K09F5.2","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","vit-1 is an ortholog of human CTD-3088G3.8\; is predicted to have lipid transporter activity and nutrient reservoir activity."
"62","WBGene00007018","C55B7.9","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: mediator","mdt-18 is an ortholog of human MED18 (mediator complex subunit 18)\; is predicted to have transcription coregulator activity."
"63","WBGene00007122","B0250.5","Metabolism","Metabolism: amino acid","Metabolism: amino acid: breakdown","B0250.5 is an ortholog of human HIBADH\; is predicted to have 3-hydroxyisobutyrate dehydrogenase activity, NAD binding activity, and NADP binding activity."
"64","WBGene00007128","B0272.2","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: Golgi unassigned","memb-1 is an ortholog of human GOSR2 (golgi SNAP receptor complex member 2) and RP11-156P1.2\; is predicted to have SNAP receptor activity\; is expressed widely\; human orthologs of this gene are implicated in progressive myoclonus epilepsy."
"65","WBGene00007196","B0513.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","B0513.4 is enriched in dopaminergic neurons and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including hydrogen sulfide, Alovudine, and Zidovudine based on microarray and RNA-seq studies."
"66","WBGene00007282","C03E10.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-223 is predicted to have carbohydrate binding activity\; is expressed in the spermatheca."
"67","WBGene00007283","C03E10.6","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-222 is predicted to have carbohydrate binding activity."
"68","WBGene00007330","C05C10.3","Metabolism","Metabolism: unassigned","Metabolism: unassigned","C05C10.3 is an ortholog of human OXCT1 and OXCT2\; is predicted to have 3-oxoacid CoA-transferase activity\; localizes to the mitochondrion\; is expressed in the anal depressor muscle, the body wall musculature, the pharynx, and the reproductive system."
"69","WBGene00007507","C10C5.3","Metabolism","Metabolism: amino acid","Metabolism: amino acid: unassigned","C10C5.3 is an ortholog of human ACY1\; is predicted to have aminoacylase activity."
"70","WBGene00007509","C10C5.5","Metabolism","Metabolism: amino acid","Metabolism: amino acid: unassigned","C10C5.5 is an ortholog of human ACY1\; is predicted to have aminoacylase activity."
"71","WBGene00007771","C27C12.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C27C12.1 is enriched in the AFD, the ASER, the germ line, and the intestine based on RNA-seq studies\; is affected by several genes including daf-16, dpy-10, and clk-1 based on microarray, RNA-seq, and tiling array studies\; is affected by eight chemicals including D-glucose, Alovudine, and stavudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Armadillo-like helical."
"72","WBGene00007870","C32H11.7","Pseudogene","Pseudogene","Pseudogene","C32H11.7 is enriched in the AFD and the germ line based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including hydrogen sulfide, Cadmium, and adsorbable organic bromine compound based on microarray studies."
"73","WBGene00007947","C35A5.3","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier","C35A5.3 is enriched in the coelomocyte, the epithelial system, the germline precursor cell, and the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, glp-1, and skn-1 based on microarray, RNA-seq, and proteomic studies\; is affected by twenty-two chemicals including cholesterol, lathosterol, and methylmercuric chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Major facilitator superfamily and MFS transporter superfamily."
"74","WBGene00007963","C36A4.1","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-25A1 is an ortholog of human CYP3A7-CYP3A51P and TBXAS1 (thromboxane A synthase 1) and members of the human CYP3 (Cytochrome P450 family 3) gene family including CYP3A4, CYP3A43, and CYP3A7\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; human orthologs of this gene are implicated in essential hypertension and platelet-type bleeding disorder 14."
"75","WBGene00008068","C43D7.5","Development","Development: somatic","Development: somatic","sdz-6 is involved in gastrulation."
"76","WBGene00008132","C47B2.6","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate","gale-1 is an ortholog of human GALE (UDP-galactose-4-epimerase)\; exhibits UDP-N-acetylglucosamine 4-epimerase activity and UDP-glucose 4-epimerase activity\; is involved in several processes, including cuticle development, defense response to Gram-positive bacterium, and embryo development\; is expressed in several tissues, including the head, the hypodermis, the intestine, the nervous system, and the reproductive system\; is used to study galactosemia\; human orthologs of this gene are implicated in galactosemia."
"77","WBGene00008173","C48B4.10","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C48B4.10 is enriched in the Z1, the Z4, and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, glp-1, and gld-1 based on microarray, RNA-seq, and proteomic studies\; is affected by six chemicals including Rotenone, manganese chloride, and bisphenol S based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF5373."
"78","WBGene00008354","D1025.2","Metabolism","Metabolism: amino acid","Metabolism: amino acid: breakdown","gcsh-1 is an ortholog of human GCSH\; human orthologs of this gene are implicated in glycine encephalopathy\; is predicted to encode a protein with the following domains: Single hybrid motif, Glycine cleavage system H-protein, subgroup, and Glycine cleavage system H-protein\/Simiate."
"79","WBGene00008384","D1081.6","Unassigned","Unassigned","Unassigned","D1081.6 is enriched in the body wall musculature, the nervous system, and the reproductive system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-2, dpy-10, and lin-35 based on microarray and RNA-seq studies\; is affected by six chemicals including Mianserin, stavudine, and Zidovudine based on RNA-seq and microarray studies."
"80","WBGene00008390","D1086.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","D1086.3 is enriched in the Z1.p, the Z4.a, the epithelial system, and the male distal tip cell based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, RNA-seq, and proteomic studies\; is affected by nineteen chemicals including Heme, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Domain of unknown function DUF19 and Uncharacterised protein family UPF0376."
"81","WBGene00008436","DH11.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","DH11.2 is enriched in the AFD, the ASER, the PLM, the intestine, and the muscle cell based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by sixteen chemicals including 1-methylnicotinamide, Rotenone, and D-glucopyranose based on RNA-seq and microarray studies."
"82","WBGene00008537","F02H6.4","Pseudogene","Pseudogene","Pseudogene","F02H6.4 is enriched in the cephalic sheath cell and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including dpy-10, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including hydrogen sulfide, Mianserin, and D-glucose based on microarray and RNA-seq studies."
"83","WBGene00008560","F07H5.9","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase","pho-13 is an ortholog of human ACP2 (acid phosphatase 2, lysosomal), ACP4 (acid phosphatase 4), and ACPP (acid phosphatase, prostate)\; human ACPP exhibits phosphatase activity and protein homodimerization activity."
"84","WBGene00008566","F08A8.3","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation","acox-1.3 is an ortholog of human ACOX1\; is predicted to have FAD binding activity and acyl-CoA oxidase activity\; is involved in ascaroside biosynthetic process\; human orthologs of this gene are implicated in peroxisomal acyl-CoA oxidase deficiency."
"85","WBGene00008629","F09F3.9","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation","cpt-5 is an ortholog of human CPT1A, CPT1B, and CPT1C\; is predicted to have transferase activity, transferring acyl groups."
"86","WBGene00008793","F14D7.6","Transmembrane transport","Transmembrane transport: major facilitator","Transmembrane transport: major facilitator","F14D7.6 is an ortholog of human MFSD8\; human orthologs of this gene are implicated in neuronal ceroid lipofuscinosis 7\; is predicted to encode a protein with the following domains: Major facilitator superfamily and MFS transporter superfamily."
"87","WBGene00008936","F18E2.1","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase","papl-1 is an ortholog of human ACP7\; is predicted to have acid phosphatase activity and metal ion binding activity."
"88","WBGene00008953","F19C6.4","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","F19C6.4 is enriched in several tissues, including the alimentary system, the coelomocyte, the muscle cell, and the nervous system based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-2, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is affected by D-glucose and Sirolimus based on RNA-seq and microarray studies."
"89","WBGene00009057","F22E10.5","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid","cept-1 is an ortholog of human CEPT1 and CHPT1\; is predicted to have phosphotransferase activity, for other substituted phosphate groups."
"90","WBGene00009089","F23D12.5","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: demethylase","jmjd-3.2 is an ortholog of human KDM6A (lysine demethylase 6A), KDM6B, and UTY (ubiquitously transcribed tetratricopeptide repeat containing, Y-linked)\; human orthologs of this gene are implicated in Kabuki syndrome\; is predicted to encode a protein with the following domain: JmjC domain."
"91","WBGene00009141","F26A3.2","mRNA functions","mRNA functions: processing","mRNA functions: processing: cap","ncbp-2 is an ortholog of human NCBP2 (nuclear cap binding protein subunit 2)\; is predicted to have RNA cap binding activity\; localizes to the nuclear envelope and nuclear periphery\; is expressed in germ cells."
