"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"17","WBGene00000251","C09G5.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","bli-1 is an ortholog of human COL24A1 (collagen type XXIV alpha 1 chain) and SFTPD (surfactant protein D)\; is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle\; localizes to the medial layer of collagen and cuticulin-based cuticle extracellular matrix\; is expressed in the hyp7 syncytium and the seam cell."
"18","WBGene00000373","F08F3.7","Stress response","Stress response: pathogen","Stress response: pathogen: CYP","cyp-14A5 is an ortholog of human CYP2C18 (cytochrome P450 family 2 subfamily C member 18), CYP2F1 (cytochrome P450 family 2 subfamily F member 1), and CYP2E1 (cytochrome P450 family 2 subfamily E member 1)\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is involved in response to gamma radiation\; human orthologs of this gene are implicated in hereditary spastic paraplegia 56, lung cancer, and rickets."
"19","WBGene00000391","C47D2.2","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide","cdd-1 is an ortholog of human CDA\; exhibits RNA binding activity and deoxycytidine deaminase activity\; is involved in RNA modification, deoxycytidine catabolic process, and uridine biosynthetic process\; localizes to the intracellular\; is expressed in the intestine, the pharynx, and the tail."
"20","WBGene00000399","R05H10.6","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-7 is an ortholog of human FAT1 (FAT atypical cadherin 1) and FAT2 (FAT atypical cadherin 2)\; is predicted to have calcium ion binding activity."
"21","WBGene00000401","F59C12.1","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-9 is an ortholog of human PCDHGA3 (protocadherin gamma subfamily A, 3), PCDHB2 (protocadherin beta 2), and PCDHB15 (protocadherin beta 15)\; is predicted to have calcium ion binding activity."
"22","WBGene00000402","C45G7.5","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-10 is an ortholog of human PCDHGA3 (protocadherin gamma subfamily A, 3), PCDHB15 (protocadherin beta 15), and PCDHB2 (protocadherin beta 2)\; is predicted to have calcium ion binding activity\; is expressed in the K cell, the K' cell, the mc1, the mc2, and the seam cell."
"23","WBGene00000544","Y47H10A.1","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain","clp-3 is an ortholog of human CAPN1 (calpain 1), CAPN11 (calpain 11), and CAPN3 (calpain 3)\; is predicted to have cysteine-type peptidase activity\; human orthologs of this gene are implicated in autosomal recessive limb-girdle muscular dystrophy type 2A."
"24","WBGene00000545","Y39A3CL.5","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain","clp-4 is an ortholog of human CAPN1 (calpain 1), CAPN11 (calpain 11), and CAPN3 (calpain 3)\; is predicted to have calcium-dependent cysteine-type endopeptidase activity\; is expressed in GABAergic neurons, the body wall musculature, the dorsal nerve cord, and the ventral nerve cord\; human orthologs of this gene are implicated in autosomal recessive limb-girdle muscular dystrophy type 2A."
"25","WBGene00000546","Y77E11A.10","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain","clp-6 is an ortholog of human CAPN1 (calpain 1), CAPN11 (calpain 11), and CAPN3 (calpain 3)\; is predicted to have calcium-dependent cysteine-type endopeptidase activity\; is expressed in the hypodermis\; human orthologs of this gene are implicated in autosomal recessive limb-girdle muscular dystrophy type 2A."
"26","WBGene00000556","R09B5.3","Stress response","Stress response: pathogen","Stress response: pathogen: caenacin","cnc-2 is involved in defense response to Gram-negative bacterium, defense response to fungus, and innate immune response\; is expressed in the hypodermis."
"27","WBGene00000558","R09B5.9","Stress response","Stress response: pathogen","Stress response: pathogen: caenacin","cnc-4 is involved in defense response to fungus and innate immune response\; is expressed in the hypodermis and the intestine."
"28","WBGene00000562","F14H8.6","Transmembrane transport","Transmembrane transport: nucleotide gated channel","Transmembrane transport: nucleotide gated channel","cng-1 is an ortholog of human CNGA4, CNGA1 (cyclic nucleotide gated channel alpha 1), and CNGA2 (cyclic nucleotide gated channel alpha 2)\; is involved in several processes, including negative regulation of cGMP-mediated signaling, response to oxygen levels, and sensory perception of chemical stimulus\; localizes to the neuronal cell body\; is expressed in the amphid sensillum, the head, and the nervous system\; human orthologs of this gene are implicated in achromatopsia 2 and retinitis pigmentosa 49."
"29","WBGene00000599","B0222.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-10 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"30","WBGene00000603","C46A5.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-14 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"31","WBGene00000606","F11G11.10","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-17 is enriched in the DA neuron, the VA neuron, the germline precursor cell, and the hypodermis based on tiling array and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by twenty-one chemicals including hydrogen sulfide, Nitric Oxide, and methylmercury hydroxide based on microarray and RNA-seq studies."
"32","WBGene00000617","T13B5.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-40 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"33","WBGene00000618","T10B10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-41 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis and the vulval precursor cell."
"34","WBGene00000621","F54B11.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-44 is predicted to be a structural constituent of cuticle."
"35","WBGene00000623","Y18H1A.13","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-46 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including skn-1, npr-1, and dpy-7 based on tiling array, RNA-seq, and microarray studies\; is affected by seven chemicals including methylmercury hydroxide, 1-methylnicotinamide, and nicotinic acid based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Collagen triple helix repeat."
"36","WBGene00000625","Y54E10BL.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-48 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"37","WBGene00000628","T28F2.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-51 is predicted to be a structural constituent of cuticle."
"38","WBGene00000631","F33D11.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-54 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"39","WBGene00000634","F26B1.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-58 is an ortholog of human COL16A1 (collagen type XVI alpha 1 chain) and COLQ\; is predicted to be a structural constituent of cuticle."
"40","WBGene00000665","C29E4.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-90 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"41","WBGene00000672","ZK1010.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-97 is predicted to be a structural constituent of cuticle."
"42","WBGene00000678","F58F6.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-104 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"43","WBGene00000681","C34H4.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-107 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"44","WBGene00000683","Y38C1BA.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-109 is predicted to be a structural constituent of cuticle\; is involved in endoplasmic reticulum unfolded protein response."
"45","WBGene00000685","F29B9.9","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-111 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"46","WBGene00000687","C34D4.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-113 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"47","WBGene00000689","Y42H9B.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-115 is an ortholog of human COL16A1 (collagen type XVI alpha 1 chain)\; human COL16A1 exhibits integrin binding activity."
"48","WBGene00000691","T28C6.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-117 is predicted to be a structural constituent of cuticle."
"49","WBGene00000699","C29F4.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-125 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"50","WBGene00000702","F12F6.9","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-128 is an ortholog of human COL11A1 (collagen type XI alpha 1 chain), COL5A1 (collagen type V alpha 1 chain), and COL5A3 (collagen type V alpha 3 chain)\; human COL5A1 exhibits heparin binding activity, platelet-derived growth factor binding activity, and proteoglycan binding activity."
"51","WBGene00000704","F08G5.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-130 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the intestine and the vulva."
"52","WBGene00000711","C52D10.13","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-138 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"53","WBGene00000717","B0222.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-144 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis."
"54","WBGene00000739","T07H6.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-166 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"55","WBGene00000740","T10E10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-167 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"56","WBGene00000742","T10E10.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-169 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"57","WBGene00000748","C35B8.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-175 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"58","WBGene00000755","R09A8.4","Pseudogene","Pseudogene","Pseudogene","col-182 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"59","WBGene00000756","F02D10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-183 is predicted to be a structural constituent of cuticle."
"60","WBGene00000783","T10H4.12","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","cpr-3 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity\; is involved in innate immune response\; is expressed in the intestine, the pharyngeal-intestinal valve, the pharynx, and the rectal gland cell."
"61","WBGene00000789","M04G12.2","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","cpz-2 is an ortholog of human CTSZ (cathepsin Z)\; is predicted to have cysteine-type peptidase activity."
"62","WBGene00000841","K08E7.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: SCF","cul-6 is an ortholog of human CUL1 (cullin 1)\; is predicted to have ubiquitin protein ligase binding activity\; is involved in defense response to virus\; is expressed in the intestine and the pharynx."
"63","WBGene00000902","F31F6.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","daf-6 is an ortholog of human PTCHD1 and PTCHD4\; is involved in several processes, including anatomical structure morphogenesis, molting cycle, and negative regulation of transcription by RNA polymerase II\; localizes to the cytoplasmic vesicle and plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the excretory system, the nervous system, and the reproductive system."
"64","WBGene00000905","T13C5.1","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","daf-9 is an ortholog of human CYP2J2 (cytochrome P450 family 2 subfamily J member 2), CYP2R1 (cytochrome P450 family 2 subfamily R member 1), and CYP2U1 (cytochrome P450 family 2 subfamily U member 1)\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is involved in cell-cell signaling, dauer larval development, and regulation of cell migration\; localizes to the neuronal cell body and perinuclear region of cytoplasm\; is expressed in several tissues, including the excretory cell, the head, the hypodermis, and the reproductive system\; human orthologs of this gene are implicated in hereditary spastic paraplegia 56, lung cancer, and rickets."
"65","WBGene00000928","M03A1.7","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","dao-2 is enriched in the PLM, the hypodermis, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nineteen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DB."
"66","WBGene00000932","T05G5.12","Unassigned","Unassigned","Unassigned","dao-6 is enriched in GABAergic neurons and the excretory cell based on tiling array studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by five chemicals including Cadmium Chloride, Sodium Chloride, and Cry5B based on RNA-seq and microarray studies."
"67","WBGene00000973","Y32H12A.3","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-9 is an ortholog of human DHRS1 (dehydrogenase\/reductase 1)\; is expressed in several tissues, including the alimentary system, the head, and the nervous system\; is predicted to encode a protein with the following domains: Short-chain dehydrogenase\/reductase SDR and NAD(P)-binding domain superfamily."
"68","WBGene00001064","T14B4.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-2 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, post-embryonic body morphogenesis, and regulation of growth\; is expressed in head neurons and the pharynx."
"69","WBGene00001065","EGAP7.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-3 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"70","WBGene00001066","Y41E3.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-4 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"71","WBGene00001067","F27C1.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-5 is an ortholog of human SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, post-embryonic body morphogenesis, and regulation of growth\; localizes to the collagen and cuticulin-based cuticle extracellular matrix\; is expressed in the hypodermis."
"72","WBGene00001068","F16F9.2","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","dpy-6 exhibits calmodulin binding activity."
"73","WBGene00001069","F46C8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-7 is an ortholog of human COL22A1 (collagen type XXII alpha 1 chain), COL27A1 (collagen type XXVII alpha 1 chain), and SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle and post-embryonic body morphogenesis\; localizes to the annular furrow extracellular matrix\; is expressed in the epithelial system and the ventral cord blast cell."
"74","WBGene00001070","C31H2.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-8 is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"75","WBGene00001071","T21D12.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-9 is predicted to be a structural constituent of cuticle."
"76","WBGene00001072","T14B4.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-10 is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, locomotion, and post-embryonic body morphogenesis."
"77","WBGene00001074","F30B5.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-13 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle\; localizes to the collagen and cuticulin-based cuticle extracellular matrix."
"78","WBGene00001077","Y47D3B.10","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","dpy-18 is an ortholog of human P4HA1, P4HA2, and P4HA3\; exhibits procollagen-proline 4-dioxygenase activity\; is involved in several processes, including cuticle development involved in collagen and cuticulin-based cuticle molting cycle, embryo development, and embryonic body morphogenesis\; localizes to the endoplasmic reticulum\; is expressed in the hypodermis, the muscle cell, the nervous system, and the pharynx."
"79","WBGene00001091","C01B10.1","Pseudogene","Pseudogene","Pseudogene","drh-2 is enriched in the intestine, the muscle cell, and the nervous system based on microarray and RNA-seq studies\; is affected by several genes including glp-1, clk-1, and eat-2 based on microarray and RNA-seq studies\; is affected by six chemicals including Rotenone, levamisole, and Quercetin based on RNA-seq and microarray studies."
"80","WBGene00001113","F25H8.5","Unassigned","Unassigned","Unassigned","dur-1 is enriched in the BAG, the body wall musculature, the germ line, and the muscle cell based on proteomic, tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-2, glp-1, and let-7 based on microarray, RNA-seq, and proteomic studies\; is affected by fourteen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies."
"81","WBGene00001159","C26D10.5","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","eff-1 exhibits identical protein binding activity\; is involved in several processes, including animal organ development, embryonic body morphogenesis, and locomotion\; localizes to several cellular components, including the cell-cell contact zone, cytoplasm, and extracellular region\; is expressed in several tissues, including the alimentary system, the hyp7 precursor cell, the hypodermis, the reproductive system, and the set precursor."
"82","WBGene00001163","C43F9.8","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","efn-2 is an ortholog of human EFNB3 (ephrin B3)\; is expressed in several tissues, including ABp nucleus, the G1, the epithelial system, the muscular system, and the nervous system\; human orthologs of this gene are implicated in craniofrontonasal syndrome\; human EFNB3 exhibits ephrin receptor binding activity and protein tyrosine kinase activity."
"83","WBGene00001169","R03G5.1","Ribosome","Ribosome: EIF","Ribosome: EIF","eef-1A.2 is an ortholog of human EEF1A1 and EEF1A2\; is predicted to have translation factor activity, RNA binding activity\; human orthologs of this gene are implicated in autosomal dominant non-syndromic intellectual disability 38."
"84","WBGene00001345","F29G9.4","Stress response","Stress response: pathogen","Stress response: pathogen: transcriptional regulator","fos-1 is an ortholog of human FOSB, JDP2 (Jun dimerization protein 2), and FOSL1\; exhibits several functions, including RNA polymerase II regulatory region sequence-specific DNA binding activity, chromatin binding activity, and enzyme binding activity\; is involved in several processes, including anatomical structure morphogenesis, basement membrane disassembly, and regulation of cellular biosynthetic process\; localizes to the nucleus\; is expressed in several tissues, including the alimentary system, the hypodermis, the nervous system, the reproductive system, and the uterine epithelial cell."
"85","WBGene00001387","F15B9.1","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-3 is predicted to have lipid binding activity\; is expressed in the hypodermis, the intestine, the male, and the vulva."
"86","WBGene00001414","F43G9.6","Trafficking","Trafficking: vesicle targeting/fusion","Trafficking: vesicle targeting/fusion: unassigned","fer-1 is an ortholog of human FER1L5 (fer-1 like 5), DYSF (dysferlin), and FER1L6 (fer-1 like 6)\; is predicted to have calcium-dependent phospholipid binding activity\; is involved in several processes, including flagellated sperm motility, membrane fusion, and plasma membrane organization\; localizes to several cellular components, including the integral component of organelle membrane, integral component of organelle membrane, and plasma membrane part\; is expressed in the male and the spermatocyte\; is used to study limb-girdle muscular dystrophy."
"87","WBGene00001425","F13B9.8","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: morphology","fis-2 is an ortholog of human FIS1 (fission, mitochondrial 1)\; is involved in apoptotic process\; localizes to the mitochondrion."
"88","WBGene00001441","K03C7.2","Transcription factor","Transcription factor: forkhead","Transcription factor: forkhead","fkh-9 is an ortholog of human FOXC2 (forkhead box C2), FOXS1 (forkhead box S1), and FOXI2 (forkhead box I2)\; is predicted to have DNA-binding activity transcription factor activity and sequence-specific DNA binding activity\; is involved in axon regeneration, determination of adult lifespan, and learning or memory\; localizes to the nucleus\; is expressed in several tissues, including the alimentary system, the head, the hypodermis, the nervous system, and the tail."
"89","WBGene00001476","K08C7.2","Metabolism","Metabolism: FMO","Metabolism: FMO","fmo-1 is an ortholog of human FMO5 (flavin containing monooxygenase 5)\; is predicted to have N,N-dimethylaniline monooxygenase activity, NADP binding activity, and flavin adenine dinucleotide binding activity\; is expressed in the excretory gland cell, the head, the intestine, and the rectal gland cell."
"90","WBGene00001477","K08C7.5","Metabolism","Metabolism: FMO","Metabolism: FMO","fmo-2 is an ortholog of human FMO5 (flavin containing monooxygenase 5)\; is predicted to have N,N-dimethylaniline monooxygenase activity, NADP binding activity, and flavin adenine dinucleotide binding activity\; localizes to the cytoplasm\; is expressed in the excretory gland cell, the intestine, and the nervous system."
"91","WBGene00001478","Y39A1A.19","Metabolism","Metabolism: FMO","Metabolism: FMO","fmo-3 is an ortholog of human FMO5 (flavin containing monooxygenase 5)\; is predicted to have N,N-dimethylaniline monooxygenase activity, NADP binding activity, and flavin adenine dinucleotide binding activity\; is expressed in the hypodermis."
"92","WBGene00001479","F53F4.5","Metabolism","Metabolism: FMO","Metabolism: FMO","fmo-4 is an ortholog of human FMO5 (flavin containing monooxygenase 5)\; is predicted to have N,N-dimethylaniline monooxygenase activity, NADP binding activity, and flavin adenine dinucleotide binding activity\; is expressed in several tissues, including the epithelial system, the intestine, the nervous system, and the reproductive system."
