"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"19","WBGene00000492","F59C6.7","Cilia","Cilia: IFT","Cilia: IFT-B","che-13 is an ortholog of human IFT57 (intraflagellar transport 57)\; is involved in several processes, including chemosensory behavior, cilium organization, and protein localization\; localizes to several cellular components, including the axoneme, ciliary part, and intraciliary transport particle B\; is expressed in the head, the nervous system, and the sensillum."
"20","WBGene00000518","C05H8.1","Signaling","Signaling: calcium","Signaling: calcium: unassigned","ckk-1 is an ortholog of human CAMKK1 and CAMKK2\; exhibits calmodulin binding activity and calmodulin-dependent protein kinase activity\; is involved in several processes, including positive regulation of CREB transcription factor activity, positive regulation of protein kinase activity, and protein phosphorylation\; localizes to the cytoplasm and nucleus\; is expressed in head neurons, tail neurons, and the vulval muscle."
"21","WBGene00000529","B0491.8","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel","clh-2 is an ortholog of human CLCNKB (chloride voltage-gated channel Kb), CLCN2 (chloride voltage-gated channel 2), and CLCNKA (chloride voltage-gated channel Ka)\; is predicted to have voltage-gated chloride channel activity\; is expressed in several tissues, including the alimentary system, the muscular system, and the nervous system\; human orthologs of this gene are implicated in Bartter disease type 3, Bartter disease type 4b, and myotonia congenita."
"22","WBGene00000544","Y47H10A.1","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain","clp-3 is an ortholog of human CAPN1 (calpain 1), CAPN11 (calpain 11), and CAPN3 (calpain 3)\; is predicted to have cysteine-type peptidase activity\; human orthologs of this gene are implicated in autosomal recessive limb-girdle muscular dystrophy type 2A."
"23","WBGene00000546","Y77E11A.10","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain","clp-6 is an ortholog of human CAPN1 (calpain 1), CAPN11 (calpain 11), and CAPN3 (calpain 3)\; is predicted to have calcium-dependent cysteine-type endopeptidase activity\; is expressed in the hypodermis\; human orthologs of this gene are implicated in autosomal recessive limb-girdle muscular dystrophy type 2A."
"24","WBGene00000557","R09B5.8","Stress response","Stress response: pathogen","Stress response: pathogen: caenacin","cnc-3 is enriched in the PLM, the germline precursor cell, the hypodermis, the intestine, and the male based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-2, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by eleven chemicals including Ethanol, methylmercury hydroxide, and Rotenone based on RNA-seq and microarray studies."
"25","WBGene00000558","R09B5.9","Stress response","Stress response: pathogen","Stress response: pathogen: caenacin","cnc-4 is involved in defense response to fungus and innate immune response\; is expressed in the hypodermis and the intestine."
"26","WBGene00000652","M110.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-76 is an ortholog of human COL1A2 (collagen type I alpha 2 chain) and COL3A1 (collagen type III alpha 1 chain)\; is predicted to be a structural constituent of cuticle."
"27","WBGene00000675","K02D7.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-101 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"28","WBGene00000715","T15B7.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-142 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"29","WBGene00000716","T15B7.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-143 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"30","WBGene00000771","C30B5.3","mRNA functions","mRNA functions: processing","mRNA functions: processing: polyadenylation","cpb-2 is predicted to have mRNA 3'-UTR binding activity and translation regulator activity."
"31","WBGene00000776","T03E6.7","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: cathepsin","cpl-1 is an ortholog of human CTSL (cathepsin L) and CTSV (cathepsin V)\; is predicted to have cysteine-type peptidase activity\; localizes to the vesicle lumen and yolk granule\; is expressed in several tissues, including the alimentary system, the eggshell, the epithelial system, and the reproductive system\; human orthologs of this gene are implicated in pycnodysostosis."
"32","WBGene00000779","F28H1.2","Unassigned","Unassigned","Unassigned","cpn-3 is an ortholog of human CNN2, TAGLN2, and TAGLN\; localizes to the myofibril\; is expressed in several tissues, including head neurons, the anal region, the muscular system, and the reproductive system."
"33","WBGene00000783","T10H4.12","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","cpr-3 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity\; is involved in innate immune response\; is expressed in the intestine, the pharyngeal-intestinal valve, the pharynx, and the rectal gland cell."
"34","WBGene00000784","F44C4.3","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","cpr-4 is an ortholog of human CTSB (cathepsin B)\; exhibits cysteine-type endopeptidase activity\; is involved in cellular response to UV, cellular response to gamma radiation, and proteolysis involved in cellular protein catabolic process\; localizes to the extracellular region."
"35","WBGene00000785","W07B8.5","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: unassigned","cpr-5 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity."
"36","WBGene00000799","K04H4.6","Development","Development: apoptosis","Development: apoptosis","crn-6 is an ortholog of human DNASE2B\; exhibits deoxyribonuclease II activity\; is involved in apoptotic DNA fragmentation\; is expressed in the seam cell."
"37","WBGene00000820","Y73B6BL.7","Development","Development: apoptosis","Development: apoptosis","csp-2 is an ortholog of human CASP14 (caspase 14), PYCARD, and CASP2\; exhibits caspase binding activity, cysteine-type endopeptidase inhibitor activity involved in apoptotic process, and zymogen binding activity\; is involved in several processes, including positive regulation of brood size, positive regulation of fertilization, and regulation of programmed cell death\; localizes to the protease inhibitor complex\; is expressed in the germ line."
"38","WBGene00000830","Y54G11A.6","Stress response","Stress response: oxidative","Stress response: oxidative","ctl-1 is an ortholog of human CAT\; exhibits catalase activity\; human orthologs of this gene are implicated in acatalasia."
"39","WBGene00000831","Y54G11A.5","Stress response","Stress response: oxidative","Stress response: oxidative","ctl-2 is an ortholog of human CAT\; exhibits catalase activity\; is involved in determination of adult lifespan and peroxisome organization\; localizes to the peroxisome\; human orthologs of this gene are implicated in acatalasia."
"40","WBGene00000878","ZK520.5","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-2 is an ortholog of human PPIA (peptidylprolyl isomerase A), PPIAL4D, and PPIAL4G\; is predicted to have peptidyl-prolyl cis-trans isomerase activity."
"41","WBGene00000966","F55A12.4","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","dhs-2 is an ortholog of human HSD17B6 (hydroxysteroid 17-beta dehydrogenase 6), RDH5 (retinol dehydrogenase 5), and DHRS9 (dehydrogenase\/reductase 9)\; human orthologs of this gene are implicated in fundus albipunctatus\; human DHRS9 exhibits alcohol dehydrogenase (NAD) activity, retinol dehydrogenase activity, and testosterone dehydrogenase (NAD+) activity."
"42","WBGene00000967","T02E1.5","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned","dhs-3 is an ortholog of human RDH10 (retinol dehydrogenase 10) and SDR16C5 (short chain dehydrogenase\/reductase family 16C member 5)\; is predicted to have alcohol dehydrogenase (NAD) activity\; is involved in multicellular organismal response to stress\; localizes to the lipid droplet\; is expressed in the intestinal cell."
"43","WBGene00000971","E04F6.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","dhs-7 is an ortholog of human WWOX (WW domain containing oxidoreductase)\; is predicted to encode a protein with the following domains: Short-chain dehydrogenase\/reductase SDR and NAD(P)-binding domain superfamily."
"44","WBGene00000977","R05D8.8","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-14 is an ortholog of human HSD17B14\; is predicted to encode a protein with the following domains: Short-chain dehydrogenase\/reductase SDR and NAD(P)-binding domain superfamily."
"45","WBGene00000979","C10F3.2","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-16 is an ortholog of human HSD17B6 (hydroxysteroid 17-beta dehydrogenase 6), DHRS9 (dehydrogenase\/reductase 9), and RDH5 (retinol dehydrogenase 5)\; exhibits steroid dehydrogenase activity\; is involved in oxidation-reduction process\; is expressed in head neurons, tail neurons, the hypodermis, and the terminal bulb\; human orthologs of this gene are implicated in fundus albipunctatus."
"46","WBGene00000989","ZK816.5","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-26 is an ortholog of human DHRS1 (dehydrogenase\/reductase 1)\; is predicted to encode a protein with the following domains: Short-chain dehydrogenase\/reductase SDR and NAD(P)-binding domain superfamily."
"47","WBGene00001059","F44B9.1","Proteolysis general","Proteolysis general: serine","Proteolysis general: serine","dpf-6 is predicted to have aminopeptidase activity and serine-type peptidase activity\; is expressed in the intestine and the pharynx."
"48","WBGene00001150","C29F3.1","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation","ech-1.1 is an ortholog of human HADHA\; is predicted to have 3-hydroxyacyl-CoA dehydrogenase activity and enoyl-CoA hydratase activity."
"49","WBGene00001211","C50H2.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","egl-47 is predicted to have G protein-coupled receptor activity\; is involved in G protein-coupled receptor signaling pathway and oviposition\; is expressed in the HSNL, the HSNR, the PVQL, the PVQR, and the vulva."
"50","WBGene00001242","C40H1.4","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","elo-4 is an ortholog of human ELOVL3 and ELOVL6\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"51","WBGene00001245","F56H11.3","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","elo-7 is an ortholog of human ELOVL3 and ELOVL6\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"52","WBGene00001246","Y47D3A.30","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","elo-8 is an ortholog of human ELOVL3 and ELOVL6\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"53","WBGene00001387","F15B9.1","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-3 is predicted to have lipid binding activity\; is expressed in the hypodermis, the intestine, the male, and the vulva."
"54","WBGene00001391","K01A2.2","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-7 exhibits oleic acid binding activity\; localizes to the cytoplasm\; is expressed in the excretory cell, the hypodermis, and the male."
"55","WBGene00001399","F10D2.9","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","fat-7 is an ortholog of human SCD (stearoyl-CoA desaturase) and SCD5 (stearoyl-CoA desaturase 5)\; exhibits stearoyl-CoA 9-desaturase activity\; is involved in fatty acid biosynthetic process and multicellular organism development\; is expressed in the intestine."
"56","WBGene00001414","F43G9.6","Trafficking","Trafficking: vesicle targeting/fusion","Trafficking: vesicle targeting/fusion: unassigned","fer-1 is an ortholog of human FER1L5 (fer-1 like 5), DYSF (dysferlin), and FER1L6 (fer-1 like 6)\; is predicted to have calcium-dependent phospholipid binding activity\; is involved in several processes, including flagellated sperm motility, membrane fusion, and plasma membrane organization\; localizes to several cellular components, including the integral component of organelle membrane, integral component of organelle membrane, and plasma membrane part\; is expressed in the male and the spermatocyte\; is used to study limb-girdle muscular dystrophy."
"57","WBGene00001424","F41G3.4","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: morphology","fis-1 is an ortholog of human FIS1 (fission, mitochondrial 1)\; localizes to the mitochondrial outer membrane."
"58","WBGene00001465","F02D10.5","Transmembrane transport","Transmembrane transport: ion channel","Transmembrane transport: ion channel","flr-1 is predicted to have sodium channel activity\; is involved in defecation and ultradian rhythm\; localizes to the nuclear membrane and plasma membrane\; is expressed in the intestine."
"59","WBGene00001483","C03C11.2","Signaling","Signaling: unassigned","Signaling: unassigned","fog-3 is an ortholog of human TOB1 (transducer of ERBB2, 1) and TOB2 (transducer of ERBB2, 2)\; is involved in several processes, including cell fate specification, masculinization of hermaphroditic germ-line, and positive regulation of oocyte development\; localizes to the cytoplasm and nuclear periphery\; is expressed in the germ line."
"60","WBGene00001487","T04B2.2","Signaling","Signaling: Y kinase","Signaling: Y kinase","frk-1 is an ortholog of human FER (FER tyrosine kinase)\; exhibits beta-catenin binding activity and protein kinase activity\; is involved in several processes, including Wnt signaling pathway involved in digestive tract morphogenesis, cell-cell adhesion, and negative regulation of Wnt signaling pathway\; localizes to several cellular components, including the cell-cell junction, cytoplasm, and nucleus\; is expressed in several tissues, including the body wall musculature, the epithelial cell, the epithelial system, the intestine, and the reproductive system."
"61","WBGene00001500","C54F6.14","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned","ftn-1 is an ortholog of human FTH1 (ferritin heavy chain 1), FTHL17 (ferritin heavy chain like 17), and FTMT (ferritin mitochondrial)\; exhibits identical protein binding activity\; is involved in cellular iron ion homeostasis\; is expressed in the intestine and the pharyngeal-intestinal valve\; human orthologs of this gene are implicated in hemochromatosis type 5 and neurodegeneration with brain iron accumulation 3."
"62","WBGene00001523","M05D6.7","Metabolism","Metabolism: glutathione","Metabolism: glutathione","gbh-2 is an ortholog of human TMLHE\; is predicted to have iron ion binding activity and trimethyllysine dioxygenase activity."
"63","WBGene00001529","R134.2","Pseudogene","Pseudogene","Pseudogene","gcy-2 is an ortholog of human NPR1 (natriuretic peptide receptor 1) and NPR2 (natriuretic peptide receptor 2)\; is predicted to have GTP binding activity, guanylate cyclase activity, and protein kinase activity\; is expressed in the amphid sensillum, the head, and the nervous system."
"64","WBGene00001541","ZC239.7","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase","gcy-15 is an ortholog of human NPR1 (natriuretic peptide receptor 1) and NPR2 (natriuretic peptide receptor 2)\; is predicted to have ATP binding activity, guanylate cyclase activity, and protein kinase activity\; is expressed in the ASGL and the ASGR."
"65","WBGene00001564","C05E4.9","Metabolism","Metabolism: glycolysis","Metabolism: glycolysis","icl-1 is predicted to have isocitrate lyase activity and malate synthase activity\; is involved in determination of adult lifespan\; localizes to the mitochondrion\; is expressed in the hypodermal cell and the pharynx."
"66","WBGene00001578","R12A1.4","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","ges-1 is an ortholog of human ACHE (acetylcholinesterase (Cartwright blood group)) and CES2 (carboxylesterase 2)\; exhibits carboxylic ester hydrolase activity\; localizes to the peroxisome\; is expressed in several tissues, including the Eala, the Ealaa, the Ealp, the Eara, and the alimentary system."
"67","WBGene00001581","F57F4.3","Globin","Globin","Globin","gfi-1 is involved in chromatin remodeling\; localizes to the membrane raft\; is expressed in the I1L, the I1R, the RIH, and the intestine."
"68","WBGene00001591","F11A5.10","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel","glc-1 is an ortholog of human GLRA4 (glycine receptor alpha 4), GLRA3 (glycine receptor alpha 3), and GLRA2 (glycine receptor alpha 2)\; exhibits extracellularly glutamate-gated chloride channel activity, glutamate binding activity, and identical protein binding activity\; is involved in chloride transmembrane transport, locomotion involved in locomotory behavior, and protein complex oligomerization\; localizes to the integral component of plasma membrane\; is expressed in head neurons, the body wall musculature, and the pharyngeal muscle cell\; human orthologs of this gene are implicated in hyperekplexia 1 and hyperekplexia 2."
"69","WBGene00001603","K03H1.1","Metabolism","Metabolism: amino acid","Metabolism: amino acid: synthesis","gln-2 is an ortholog of human GLUL\; is predicted to have ATP binding activity and glutamate-ammonia ligase activity\; is expressed in the germ line."
"70","WBGene00001604","Y105C5B.28","Metabolism","Metabolism: amino acid","Metabolism: amino acid: synthesis","gln-3 is an ortholog of human GLUL\; is predicted to have ATP binding activity and glutamate-ammonia ligase activity."
"71","WBGene00001605","T25C8.3","Pseudogene","Pseudogene","Pseudogene","gln-4 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and stavudine based on microarray and RNA-seq studies."
"72","WBGene00001633","Y66A7A.6","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: Golgi unassigned","gly-8 is an ortholog of human GALNT11 (polypeptide N-acetylgalactosaminyltransferase 11) and GALNTL5 (polypeptide N-acetylgalactosaminyltransferase like 5)\; is predicted to have metal ion binding activity and transferase activity, transferring glycosyl groups."
"73","WBGene00001644","F22D6.12","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","gly-19 is an ortholog of human GCNT2 (glucosaminyl (N-acetyl) transferase 2 (I blood group)), GCNT4 (glucosaminyl (N-acetyl) transferase 4), and GCNT7 (glucosaminyl (N-acetyl) transferase 7)\; is predicted to have acetylglucosaminyltransferase activity\; is expressed in the anal sphincter muscle and the intestine\; human orthologs of this gene are implicated in cataract 13 with adult i phenotype."
"74","WBGene00001752","K08F4.7","Stress response","Stress response: oxidative","Stress response: oxidative","gst-4 is an ortholog of human GSTA4 (glutathione S-transferase alpha 4), GSTA5 (glutathione S-transferase alpha 5), and HPGDS (hematopoietic prostaglandin D synthase)\; exhibits glutathione transferase activity\; is involved in glutathione metabolic process\; localizes to the contractile fiber\; is expressed in several tissues, including the hypodermis, the muscular system, the nervous system, the pharynx, and the reproductive system."
"75","WBGene00001767","F37B1.8","Stress response","Stress response: detoxification","Stress response: detoxification: GST","gst-19 is an ortholog of human GSTA4 (glutathione S-transferase alpha 4), GSTA5 (glutathione S-transferase alpha 5), and HPGDS (hematopoietic prostaglandin D synthase)\; is predicted to have transferase activity."
"76","WBGene00001777","Y53F4B.32","Stress response","Stress response: detoxification","Stress response: detoxification: GST","gst-29 is an ortholog of human GSTA4 (glutathione S-transferase alpha 4), GSTA5 (glutathione S-transferase alpha 5), and HPGDS (hematopoietic prostaglandin D synthase)\; is predicted to have transferase activity."
"77","WBGene00001783","Y1H11.2","Stress response","Stress response: detoxification","Stress response: detoxification: GST","gst-35 is an ortholog of human GSTA4 (glutathione S-transferase alpha 4), GSTA5 (glutathione S-transferase alpha 5), and HPGDS (hematopoietic prostaglandin D synthase)\; is predicted to have transferase activity."
"78","WBGene00001796","F54D1.5","Transmembrane transport","Transmembrane transport: calcium channel","Transmembrane transport: calcium channel","gtl-2 is an ortholog of human TRPM1 (transient receptor potential cation channel subfamily M member 1) and TRPM3 (transient receptor potential cation channel subfamily M member 3)\; is predicted to have ion channel activity\; localizes to the basal plasma membrane\; is expressed in the excretory cell, the hypodermis, and the pharynx\; is used to study MASA syndrome."
"79","WBGene00001805","K09E4.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","gur-4 is enriched in the hypodermis and the muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including clk-1, sir-2.1, and lin-35 based on microarray and RNA-seq studies\; is affected by Rotenone and D-glucose based on RNA-seq studies."
"80","WBGene00001839","ZK829.2","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neurotransmitter metabolism","hdl-1 is an ortholog of human hdc\; is predicted to have aromatic-L-amino-acid decarboxylase activity and pyridoxal phosphate binding activity\; human orthologs of this gene are implicated in Gilles de la Tourette syndrome."
"81","WBGene00001944","E03A3.4","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-70 is an ortholog of human CENPA (centromere protein A), HIST2H3A (histone cluster 2 H3 a), and HIST2H3PS2 (histone cluster 2 H3 pseudogene 2)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"82","WBGene00002012","F38E11.1","Stress response","Stress response: heat","Stress response: heat","hsp-12.3 is an ortholog of human CRYAA (crystallin alpha A), CRYAB (crystallin alpha B), and HSPB2 (heat shock protein family B (small) member 2)\; exhibits heat shock protein binding activity and unfolded protein binding activity."
"83","WBGene00002038","T02C12.1","Muscle function","Muscle function","Muscle function","hum-5 is an ortholog of human MYO1D (myosin ID) and MYO1G (myosin IG)\; is predicted to have ATP binding activity, actin binding activity, and motor activity\; is expressed in several tissues, including the alimentary system, the excretory cell, the head, the reproductive system, and the tail."
"84","WBGene00002090","ZK1251.2","Metabolism","Metabolism: insulin","Metabolism: insulin","ins-7 is predicted to have hormone activity\; is involved in olfactory learning\; is expressed in several tissues, including the alimentary system, the coelomocyte, the head, the nervous system, and the reproductive system."
"85","WBGene00002107","ZC334.3","Metabolism","Metabolism: insulin","Metabolism: insulin","ins-24 is predicted to have hormone activity."
"86","WBGene00002120","F08G2.6","Metabolism","Metabolism: insulin","Metabolism: insulin","ins-37 is predicted to have hormone activity\; is expressed in the intestine."
"87","WBGene00002137","R12E2.9","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-15 is expressed in the intestine\; is predicted to encode a protein with the following domain: Innexin."
"88","WBGene00002138","R12E2.5","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-16 is predicted to have gap junction hemi-channel activity\; is involved in calcium-mediated signaling, regulation of defecation rhythm, and regulation of neuromuscular synaptic transmission\; localizes to the gap junction\; is expressed in the intestine."
"89","WBGene00002174","W03D8.6","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","itx-1 localizes to the adherens junction and basolateral plasma membrane\; is expressed in several tissues, including the anterior ganglion, the intestine, and the reproductive system."
"90","WBGene00002186","T16H12.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","kel-10 is an ortholog of human GAN (gigaxonin), KBTBD12 (kelch repeat and BTB domain containing 12), and KLHL8 (kelch like 8)\; is predicted to encode a protein with the following domains: BTB\/POZ domain, Kelch repeat type 1, SKP1\/BTB\/POZ domain superfamily, BTB\/Kelch-associated, Kelch-type beta propeller, and BTB-kelch protein."
"91","WBGene00002188","ZC416.4","Stress response","Stress response: signaling","Stress response: signaling","kgb-2 is an ortholog of human MAPK10 (mitogen-activated protein kinase 10)\; is predicted to have ATP binding activity and MAP kinase activity."
